tramo,id_monumento,clave_de_excavacion,num_bolsa,codigo_exc,correccion_cod,ubicacion,intervencion,materia_prima,color_fuente,tecnologia,industria,tipo_tecnologico,atributo_1,atributo_2,atributo_3,porcentaje_corteza,seccion_pieza,dimension_rango,cantidad,porcentaje_pieza,largo,ancho,grosor,observaciones_adicionales,dibujo,foto_1,foto_2,analizador,fecha_analisis,registro_surp
"2",T2_04297,T2_04297_234_0003635,"902",LITI,SIN CAMBIO,Sitio,Sacamucuy,Sílex,Amarillo pálido,Tallada,Unifaciales y bifaciales,Raedera sobre lasca de adelgazamiento,"-","-","-","-","-","-","1",> 70%,6.2,6.2,3.7,"Raedera sobre sílex. Completa, manufacturada sobre lasca de adelgazamiento bifacial sobre hacha pulida. Presenta talón liso y un negativo dorsal de dirección trasnversal a la que se anliza, acompañado de casi toda la cara pulida. Presenta retoques en todos sus filos de forma semicircular y corta, a excepción de una parte del filo distal izquierdo que presenta algunos más profundos.",No,T2_04297_234_0003635_F1,T2_04297_234_0003635_F2,Victor Oseguera,2022/07/15,No
"2",T2_04297,T2_04297_234_0003667_LL1,916_1,OLIT,SIN CAMBIO,Sitio,Sacamucuy,Arenisca,Café grisáceo ,Herramientas,Percutor ,Percutor natural,Huellas de percusión,"-","-",Sin_corteza,Completa,> 5.5 cm,"1",> 70%,0,0,0,"Percutor natural mineral de arenisca. Presenta picoteos en un área parecida a un anillo en el ecuador de la pieza, asumiendo que su forma es esferoidal. Su díametro es de 9.1 cm. El material del que está compuesto es de roca arenisca, porosa, liviana y poco densa.",Pendiente,T2_04297_234_0003667_F1,T2_04297_234_0003667_F2,Victor Oseguera,2022/07/15,Pendiente
"2",T2_04297,T2_04297_234_0003654,"908",LITI,OLIT,Sitio,Sacamucuy,No Identificada,Verde oscuro,Tallada,Percusión casual,Lasca casual,Talón con corteza,Negativos dorsales de dirección no identificable,"-",10 a 20%,Completa,> 5.5 cm,"1",> 70%,15.8,5.13,11.3,"Lasca grande sobre roca verdosa no identificada. Completa, posiblemente metamórfica; presenta líneas bandeadas en la materia prima que se observan sinuosas, poros rellenos al parecer del mismo material pero oxidado y tiene un tlaón con posible cortez que se obsersa probabelemente cristralizada. En cuanto a su tecnología, la cara dorsal no deja ver negativos claros, pero tampoco corteza y en el caso de la cara ventral nos deja ver un bulbo y una gran escama bulbar.",Pendiente,T2_04297_234_0003654_F1,T2_04297_234_0003654_F2,Victor Oseguera,2022/07/16,Pendiente
"2",T2_04297,T2_04297_234_0003751,"938",LITI,SIN CAMBIO,Sitio,Sacamucuy,Sílex,blanco,Tallada,Percusión casual,Raspador sobre lasca de descortezamiento parcial,"-","-","-","-","-","-","1",> 70%,4.9,2.8,5.7,"Raspador sobre lasca chica de descortezamiento de sílex. Manufacturado sobre fragmento distal de lasca. Cuenta con la cara dorsal casi completamente cubierta de corteza, a excepción de un negativo correspondiente. Sobre el filo más proximal se encunetran los retoques sublaminares y contínuos que conforman un ángulo idóneo para raspar entre el dorso y la cara ventral.",No,T2_04297_234_0003751_F1,T2_04297_234_0003751_F2,Victor Oseguera,2022/07/16,No
"2",T2_04297,T2_04297_234_0004190,"1038",LITI,ESCU,Sitio,Sacamucuy,Sascab,Amarillo pálido,Pulida,Escultura,Antropomorfa,"-","-","-",Sin_corteza,Completa,> 5.5 cm,"1",> 70%,11.4,4.9,10.5,Rostro tallado sobre volúmen discoidal de sascab.,Pendiente,T2_04297_234_0004190_F1,No Aplica,Victor Oseguera,2022/07/16,Pendiente
"2",T2_04297,T2_04297_234_0004153,"1014",LITI,OLIT,Sitio,Sacamucuy,Sílex,Café amarillento,Tallada,Percusión casual,Raspador sobre lasca,"-","-","-","-","-","-","1",> 70%,9.1,3.6,6.9,"Raspador sobre lasca de sílex. Posee talón difacetado con eliminación de cornisa hacia el mismo talón. La cara dorsal tiene 3 negativos, al menos dos de ellos son de dirección correpsondiente a la que se analiza; se unen en una misma nervadra dorsal, que conforma una sección transversal triangular. El borde últil del raspador está compuesto por una serie de retoques contínuos de forma semicircular  y conforman un semicirculo en el filo distal de la lasca (visto en planta).ç",No,T2_04297_234_0004153_F1,T2_04297_234_0004153_F2,Victor Oseguera,2022/07/18,No
"2",T2_04297,T2_04297_234_0004153,"1014",LITI,OLIT,Sitio,Sacamucuy,Sílex,Blanco,Tallada,Unifaciales y bifaciales,Raspador sobre nódulo,"-","-","-","-","-","-","1",> 70%,5.6,4.5,7.4,"Raspador sobre nódulo de pedernal. El nódulo cuenta con dos zonas de corteza, una plana y la otra ovalada, esto indica que se prefirió una para la extracción de las lascas de retoque y sería la más plana; se lasqueó y se obtuvo una plataforma facetada (ahora bordes útiles del raspador). Así, la cara ventral del raspador es la que cuenta con corteza más plana y la dorsal, la que es más ovalada o redondeada. El filo útil se divide en dos partes que conforman casi una esquina de 90º visto en planta; los retoques son escalonados, contínuos y las primeras series de ellos casi llegaron hasta la parte más alta de la cara dorsal.",No,T2_04297_234_0004153_F3,T2_04297_234_0004153_F4,Victor Oseguera,2022/07/18,No
"2",T2_04297,T2_04297_234_0004302,"1149",LITI,SIN CAMBIO,Sitio,Sacamucuy,Sílex,Café claro,Tallada,Percusión casual,Núcleo casual multidireccional,"-","-","-","-","-","-","1",> 70%,5.56,5.2,6.24,"Núcleo de lascas completo, sobre sílex. Cuenta con al emnos 4 plataformas de lasqueo, que se conforman por negativos que producen plataformas lisas para extraer más derivados. Presenta una sección de corteza un tanto rugosa y de colores claros. La materia prima cuenta con bandas que van de los café claro a los beige.",No,T2_04297_234_0004302_F1,T2_04297_234_0004302_F2,Victor Oseguera,2022/07/18,No
"2",T2_04297,T2_04297_234_0004368,"1197",LITI,SIN CAMBIO,Sitio,Sacamucuy,Sílex,Café amarillento,Tallada,Percusión casual,Raspador sobre lasca,"-","-","-","-","-","-","1",> 70%,2.9,1.9,3.8,"Raedera sobre sílex. Completa. Presenta un filo distal con una ligera convexidad, producido por una serie contñinua de retoques cortos y semicirculars; mismo caso de los otros tres bordes (laterales y opuesto) que fueron producidos por peresión. En planta, la pieza tiene una morfología más o menos triangular. Fue producida aprovechando una pequeña lasca.",No,T2_04297_234_0004368_F1,T2_04297_234_0004368_F2,Victor Oseguera,2022/07/18,No
"2",T2_04297,T2_04297_234_0003644,"906",LITI,SIN CAMBIO,Sitio,Sacamucuy,Sílex,Café grisáceo ,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,4.1,0.86,2.6,"Lasca chica sobre sílex. Tiene talón lisocon preparación por eliminación de cornisa hacia el dorso. La cara dorsal tiene un negativo truncado (charnela) del lado izquierdo, de direcciones correspondientes hacia el centro y derecha y por último posible negativo de dirección transversal hacia la zona distal. Tiene retoques en el filo distal izquierdo sobre el dorso y en el filo distal derecho sobre la cara ventral.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/19,No
"2",T2_04297,T2_04297_234_0003680,"920",LITI,SIN CAMBIO,Sitio,Sacamucuy,Sílex,Rojo oscuro,Tallada,Percusión casual,Núcleo casual,"-","-","-","-","-","-","1",> 70%,5.43,4.48,4.38,"Núcleo de lascas sobre  nódulo irregular de sílex. Presenta varias caras y plataformas de extracción; de la misma forma también presenta zonas con corteza rugosa y rojiza.",No,T2_04297_234_0003680_F1,T2_04297_234_0003680_F2,Victor Oseguera,2022/07/19,No
"2",T2_04297,T2_04297_234_0004259,"1106",LITI,OLIT,Sitio,Sacamucuy,Caliza,Amarillo pálido,Herramientas,Percutor ,Percutor reutilizado,"-","-","-","-","-","-","1",> 70%,10.5,6.22,8.2,"Percutor Mineral sobre mano de molienda de caliza. Cuenta con una zona de ligeros pulimentos probablemente por el uso en molienda. En los extremos cuenta con negativos producto de la fuerza empleada en la percusión; así mismo cuenta con zonas de golpeteos en los extremos junto a negativos más pequeños producto de la percusión.",No,T2_04297_234_0004259_F1,T2_04297_234_0004259_F2,Victor Oseguera,2022/07/19,No
"2",T2_04298,T2_04298_204_0002929,"673",LITI,OLIT,Sitio,Sacamucuy,Sílex,Blanco,Tallada,Percusión casual,Núcleo casual,"-","-","-","-","-","-","1",> 70%,7.78,5,5.9,"Núcleo de lascas completo, sobre sílex. Cuenta con al menos un plataforma principal y otras menores con tendencias a la bidireccionalidad de las extracciones.",No,T2_04298_204_0002929_F1,T2_04298_204_0002929_F2,Victor Oseguera,2022/07/19,No
"2",T2_07034,T2_07034_221_0002086,"153",LITI,CERA,Segmento,IA 51,Arcilla,Café,Cerámica,Cerámica,Orejera,Perforación central,Desgrasantes,"-",Sin corteza,Medial,"-","1",> 70%,3.3,2.86,1.95,Orejera cerámica modelada. Presenta fracturaas de algunas zonas de las orillas o bordes. Cuenta con un orificio centraly con un canal que corre a manera de cintilla en la zona exterior del objeto. Su forma en planta es circular.,No Aplica,T2_07034_221_0002086_F1,T2_07034_221_0002086_F2,Vïctor Oseguera,2022/11/22,No
"2",T2_07034,T2_07034_221_0002216,"177",LITI,OLIT,Segmento,IA 51,Caliza,Café pálido,Herramientas,Percutor,Percutor natural,Semiesférico,Huellas de percusión,"-",> 90%,Completa,> 5.5 cm,"1",> 70%,7.59,6.84,5.9,"Percutor mineral poco modificado. Manufacturado sobre caliza y con dos extremos con bordes utilizados, como testigo se observan marcas a manera de pequeños despotillamientos o picoteos. En sección transversal su forma es  más o menos ojival de punta redondeada y en su sección longitudinal es de forma similar.",Pendiente,T2_07034_221_0002216_F1,T2_07034_221_0002216_F2,Vïctor Oseguera,2022/11/22,Pendiente
"2",T2_07037,T2_07037_224_0001212,"55",OLIT,SIN CAMBIO,Segmento,IA 51,Sílex,Amarillo pálido,Tallada,Unifaciales y bifaciales,Bifacial,Negativos dorsales centrípetos,Desgaste,Esbozo,Sin corteza,Completa,> 5.5 cm,"1",> 70%,10.06,3.09,2.52,"Bifacial burdo sobre sílex de color amarillo pálido. Completo, con negativos de lasqueo cortos y semicubrientes. Su forma en planta es irraegular, mostrando un cuerpo central más o menos rectangular con una protuberancia en cada extremo. Su sección transversal es más o menos romboidal y su sección longitudinal es más o menos biconvexa. No se observan huellas de haber sido utilizado como cincel, pero sí como objeto cortante. La materia prima no es la de mejor calidad, muestra porosidades en una de las caras.",Pendiente,T2_07037_224_0001212_F1,T2_07037_224_0001212_F2,Vïctor Oseguera,2023/03/11,Pendiente
"2",T2_07037,T2_07037_221_0002017,"139",LITI,SIN CAMBIO,Segmento,IA 51,Sílex,Beige,Tallada,Percusión bipolar,Núcleo bipolar,"-","-","-",10 a 20%,Completa,"-","1",> 70%,7.08,6.19,4.44,"Núcleo bipolar de sílex. Completo, con una pequeña sección de corteza que se observa plana en una de las caras del núcleo y parece ser muy fina con un color un poco más oscuro que el resto. Presneta dos grandes polos de extracción distinguibles por fracturas de percusión no concretadas, es decir fracturas que evidencían que fue puesto para le trabajo entre un yunque y un percutor duro. Presenta una forma irregular de 4 lados en planta, la sección transversal es de 5 lados más o menos planos. En la etiqueta del material en laboratorio se agregó el no. arqlgo. y el cuadro de excavación.",Pendiente,T2_07037_221_0002017_F1,T2_07037_221_0002017_F2,Vïctor Oseguera,2022/11/24,Pendiente
"2",T2_07037,T2_07037_223_0001323,"59",LITI,OLIT,Segmento,IA 51,Caliza,Café grisáceo ,Herramientas,Percutor,Percutor natural,Semiesférico,"-","-",> 90%,Completa,"-","1",> 70%,4.6,4.68,3.44,"Percutor mineral natural o poco modificado. Completo, manufacturado sobre roca caliza de color café grisáceo. Su volúmen se percibe denso, idóneo para la percusión. Presenta al menos 3 áreas actuvas en su ecuador y 2 que van de los hemisferios al ecuador; aunque no presenta claros golpeteos, si muestra las caras o áreas de desgaste en el ecuador y cerca de él. Algunas de las zonas más altas de la microtopografía de los polos del percutor presentan ligeros pulimentos posiblemente por agarre manual.",Pendiente,T2_07037_223_0001323_F1,T2_07037_223_0001323_F2,Vïctor Oseguera,2022/11/24,Pendiente
"2",T2_07037,T2_07037_224_0001846,"201",OLIT,SIN CAMBIO,Segmento,IA 51,Sílex,Gris rosado,Tallada,Unifaciales y bifaciales,Tajador,A partir de mano de metate,Desgaste,"-",Sin corteza,Completa,> 5.5 cm,"1",> 70%,7.67,6.06,5.46,"Tajador de sílex gris rosado, manufacturado sobre un extremo de mano de metate. Se aprovecó un fragmento lateral del artefacto de molienda por medio de la percusióon directa dura, en la zona correspondiente  al interior del volúmen de la pieza; es decir que el extremo lateral de la mano de metate aún es visible y se talló la parte interna de  la misma para crear un borde sinuoso. Cuenta con algunos microlasqueos sobre el filo que probablemente se produjeron durante el uso, debido al peso del artefacto y la dureza del material sobre el que se usó. Las zonas de uso que corresponden a sus actividades anteriores se observan brillantes por pulimento. La materia prima presenta algunas porosidades de gran magnitud, visibles en la pieza.",Pendiente,T2_07037_224_0001846_F1,T2_07037_224_0001846_F2,Vïctor Oseguera,2023/03/11,Pendiente
"2",T2_07038,T2_07038_219_0003310,"296",LITI,OLIT,Sitio,Cansacbé,Sílex,Amarillo intenso,Tallada,Percusión casual,Núcleo casual,"-","-","-",30 a 40%,Completa,"-","1",> 70%,3.56,3.31,2.11,"Núcleo casual de lascas unidireccional sobre sílex café. Presenta una plataforma plana producida por varias facetas y una cara de extracción de lascas unidireccionales. Presenta un buen porcentaje de corteza adyacente a la plataforma de lasqueo y a la  parte trasera (que contiene algunos negativos probablemente de conformación de vollumen. Presenta también una pequeña porción de corteza en la zona distal, que nos habla que este aretfacto proviene de un nódulo pequeño y no se trata de una lasca casual, sino de un nódulo. Posiblemente se trate de material de origen cercano a Campeche por su coloración amarillo intenso a café.",Pendiente,T2_07038_219_0003310_F1,T2_07038_219_0003310_F2,Vïctor Oseguera,2022/11/25,Pendiente
"2",T2_07038,T2_07038_219_0003749_LL1,406-1,OLIT,OLIT,Sitio,Cansacbé,Sílex,Café grisáceo ,Tallada,Percusión casual,Núcleo casual multidireccional,"-","-","-",10 a 20%,Completa,"-","1",> 70%,4.92,4.01,2.49,"Núcleo casual de lascas multidireccional sobre sílex. Presenta al menos 3 direcciones de extracción sobre su superficie. Cuenta ocn una pequeña porción de corteza, que nos habla del aprovechamiento un pequeño nódulo de sílex. También presenta zonas de percusión no concretada, visible en forma de picoteos o deterioros de la zona exterior.",Pendiente,T2_07038_219_0003749_LL1_F1,T2_07038_219_0003749_LL1_F2,Vïctor Oseguera,2022/11/28,Pendiente
"2",T2_07038,T2_07038_219_0003794,"416",OLIT,SIN CAMBIO,Sitio,Cansacbé,Caliza,Beige,Pulida,Utilitaria,Pesa de pesca,"-","-","-",> 90%,Completa,"-","1",> 70%,4.29,3.13,1.32,"Pesa de pesca sobre canto de río de roca caliza. Presenta la forma natural de la roca, modificada por dos pequeñas acanaladuras laterales en los cortados más largos de la forma oval que tiene la pieza. El soporte es más o menos plano, de bordes redondeados y las acanaladuras laterales  son la única modoficación que tiene; éstas, fueron producidas por un piqueteo a percusión, probablemente ocn otro artefacto de sílex.",Pendiente,T2_07038_219_0003794_F1,T2_07038_219_0003794_F2,Vïctor Oseguera,2022/11/28,Pendiente
"2",T2_07221,T2_07221_248_0000594,"116",LITI,OLIT,Segmento,V.10.PCH-HCK.IA 1,Sílex,Blanco pálido,Tallada,Unifaciales y bifaciales,Buril distal sobre lasca de adelgazamiento,Talón liso,Retoque unifacial ventral,"-",Sin corteza,Completa,"-","1",> 70%,4.09,2.48,0.64,"Buril distal sobre lasca de adelgazamiento bifacial. Completo, talón liso con un ángulo de aproximadamente 45º respecto a la cara dorsal. Los negativos dorsales no son visibles debido a alteraciones térmicas, pero si son visibles los retoques en la cara ventral que generaron un volúmen más apto para la obtención d eun filo de ángulo casi recto en el borde distal; para producir este retoque ventral se tomó como plataforma una fractura ubicada en el lado izquierdo de la lasca.",Pendiente,T2_07221_248_0000594_F1,T2_07221_248_0000594_F2,Vïctor Oseguera,2022/11/29,Pendiente
"2",T2_07224,T2_07224_223_0004005,"429",OLIT,SIN CAMBIO,Segmento,Variante Petenes (Cansacbé),Piedra verde,Verde aguamarina,Pulida,Ornamentos,Cuenta,Semiesférica,Perforación bicónica,Fragmentada,Sin corteza,Completa,"-","1",> 70%,1.23,1.04,0.88,"Cuenta de piedra, color verde aguamarina. Semiesférica, con una zona fracturada que deja ver su composición cristalina. Presenta perforación bicónica al centro del volúmen.",Pendiente,T2_07224_223_0004005_F1,T2_07224_223_0004005_F2,Vïctor Oseguera,2022/11/30,No
"2",T2_07224,T2_07224_223_0004232,"476",LITI,OLIT,Segmento,Variante Petenes (Cansacbé),Sílex,Rojo,Tallada,Percusión bipolar,Nucleo bipolar,"-","-","-",Sin corteza,Completa,"-","1",> 70%,3.97,2.07,1.99,"Núcleo de lascas bipolar sobre sílex. Presenta dos plataformas con algunos negativos adyacentes a ellas. Una de esas plataformas presenta fragmentaciones pequeñas que no permitieron extracciones posteriores; del mismo modo, la plataforma del lado opuesto presenta un bulbo incrustado que no permitió más extracciones. Además, el núcleo presenta alteraciones térmicas en forma de descamaciones semicirculares.",Pendiente,T2_07224_223_0004232_F1,T2_07224_223_0004232_F2,Vïctor Oseguera,2022/11/30,Pendiente
"2",T2_07224,T2_07224_223_0004235,"479",LITI,OLIT,Segmento,Variante Petenes (Cansacbé),Sílex,Rojo oscuro,Tallada,Percusión casual,Buril sobre lasca casual de descortezamiento parcial,Talón bifacetado,Desgaste,Retoque por percusión,50 a 60%,Completa,"-","1",> 70%,3.68,3.64,1.26,"Buril sobre lasca de percusión casual de descortezamiento parcial sobre sílex. Presneta un talón difacetado, con un negativo dorsal de dirección correspondiente y una gran porción de corteza en el dorso. Los filos han sido percutidos para generar bordes útiles para desbaste, se trata de los filos distal y ambos laterales. El filo lateral izquierdo se percutió en dirección distal-proximal; el filo del extremo distal de percusió en dirección lateral derecho-lateral izquierdo; y por último, el filo del lado derecho se percutió en dirección distal-proximal y en varias ocasiones en dirección dorso-vientre (probablemente con la intención de acondicionar el filo para el agatte manual). De esta manera se produjeron filos de un ángulo casi recto que sirvieron para desbaste.",Pendiente,T2_07224_223_0004235_F1,T2_07224_223_0004235_F2,Vïctor Oseguera,2022/11/30,Pendiente
"2",T2_07224,T2_07224_223_0004244_LL1,488_1,LITI,OLIT,Segmento,Variante Petenes (Cansacbé),Sílex,Café grisáceo ,Herramientas,Percutor,Percutor natural,Semiesférica,"-","-",20 a 30%,Completa,"-","1",> 70%,6.7,5.62,4.09,"Percutor natural semiesférico. Completo, con forma más o menos ovoidal en planta y aplastada en perfil. Cuenta con una cintilla de marcas de golpeteos por percusión ubicada en el ecuador de la pieza. Mientras que los polos están cubiertos en parte por corteza café. Cuenta con varios negativos de percusión que parten de la cintilla de golpeteo hacia las zonas centrales con corteza; esto es efecto de la distribución de la reacción de la fuerza de percusión sobre otros objetos líticos.",Pendiente,T2_07224_223_0004244_LL1_F1,T2_07224_223_0004244_LL1_F2,Vïctor Oseguera,2022/11/30,Pendiente
"2",T2_16009,T2_16009_248_0001197_LL1,197_1,LITI,OLIT,Segmento,IA 56 (primera parte),Sílex,Rojo pálido,Tallada,Percusión casual,Núcleo casual sobre bifacial,Retoque,Desgaste,"-",Sin corteza,Completa,"-","1",> 70%,2.41,2.5,1.64,"Núcleo casual sobre bifacial de sílex. Completo, presenta negativos provenientes de la industria bifacial en forma de retoques que van de la orilla al centro; se observan en ambas caras, laminares, contínuos y conforman un perfil aserrado en el filo. Estos restos de talla bifacial están acompañados de una serie de al menos 9 lasqueos casuales concentrados en una sola zona  y cuentan con diferentes direcciones. Se extrajo este objeto de la bolsa T2_16009_248_0001197 y se separó como OLIT.",Pendiente,T2_16009_248_0001197_LL1_F1,T2_16009_248_0001197_LL1_F2,Vïctor Oseguera,2022/12/01,Pendiente
"2",T2_07076,T2_07076_224_0002787,"345",LITI,OLIT,Segmento,IA 61,Sílex,Rojo/gris,Tallada,Percusión casual,Raedera sobre lasca,Talón liso,Retoque unifacial,Desgastes,10 a 20%,Completa,"-","1",> 70%,3.6,5.66,1.26,"Raedera sobre lasca casual de descortezamiento parcial sobre sílex. Completa, talón liso y retoques unifaciales cubrientes y marginales sobre el dorso/filos proximal y laterales. Presenta una forma de medio circulo en planta, la parte plana está compuesta por corteza distal de la pieza. Los retoques están de las orillas al centro y produjeron una cara más o menos plana. OLIT reubicado con otros OLIT",Pendiente,T2_07076_224_0002787_F1,T2_07076_224_0002787_F2,Vïctor Oseguera,2022/12/02,Pendiente
"2",T2_07083,T2_07083_234_0001342_LL1,139_1,LITI,OLIT,Segmento,IA 60,Sílex,Rojo oscuro,Tallada,Percusión casual,Raedera sobre lasca,Talón con corteza,Retoque unifacial,Desgastes,10 a 20%,Completa,"-","1",> 70%,4.7,4.35,1.58,"Raedera sobre lasca casual de descortezamiento parcial sobre sílex. Completa, talón con corteza. Retoque unifacial (sobre el filo derecho), marginal, continuo y en algunas zonas escalonado. Presenta negativos dorsales correspondiente (lado derecho) y discordante (lado izquierdo-distal).",Pendiente,T2_07083_234_0001342_LL1_F1,T2_07083_234_0001342_LL1_F2,Vïctor Oseguera,2022/12/02,Pendiente
"2",T2_07083,T2_07083_234_0001375_LL1,147_1,OLIT,SIN CAMBIO,Segmento,IA 60 (segunda parte),Sílex,Negro/café,Tallada,Unifaciales y bifaciales,Cincel,Desgaste,Negativos dorsales centrípetos,"-",50 a 60%,Completa,> 5.5 cm,"1",> 70%,8.81,6.78,4.74,"Cincel bifacial tallado sobre sílex. Completo, contiene negativos dorsales centrípetos, a excepción de dos de forma alargada que ocurrieron durante el suo del artefacto por percusión en el extremo proximal. Presenta desgaste en el filo del extremo distal por uso, así como algunos negativos de reavivamiento de filo en la misma zona. El extremo proximal muestra muchos puntos de percusión en forma de picoteo. También muestra una amplia sección de corteza de color blanquecino.",Pendiente,T2_07083_234_0001375_LL1_F1,T2_07083_234_0001375_LL2_F2,Vïctor Oseguera,2022/12/05,Pendiente
"2",T2_10001,T2_10001_221_0001919_LL1,127_1,LITI,SIN CAMBIO,Segmento,IA 51,Sílex,Gris rosado,Tallada,Percusión casual,Núcleo casual sobre bifacial,Unidireccional,Retoque bifacial,Desgaste,< 10%,Completa,"-","1",> 70%,3.09,5.93,5.79,"Núcleo de lascas casuales unidireccional, manufacturado sobre bifacial de sílex. Completo, se aprovechó la zona distal del núcleo para explotarla unidireccionalmente para extraer lascas casuales, tomando como plataforma la cara más plana del soporte bifacial. Esta zona muestra negativos unidireccionales, algunos truncados por terminación en charnela. El soporte bifacial parece haberse producido sobre nódulo de sílex, muestra una zona de corteza en la parte proximal; además, muestra una cara más espesa que la otra, lo que indica condiciones irregulares del nódulo que sirvió para su manufactura.",Pendiente,T2_10001_221_0001919_LL1,T2_10001_221_0001919_LL1,Vïctor Oseguera,2022/12/08,Pendiente
"2",T2_10001,T2_10001_219_0001633_LL1,38_1,OLIT,SIN CAMBIO,Segmento,IA 51,Sílex,Amarillo rojizo,Herramientas,Percutor,Percutor natural,Morfología subangular,Huellas de percusión,"-",70 a 80%,Completa,> 5.5 cm,"1",> 70%,6.63,5.45,4.8,"Percutor natural de sílex. Completo, morfología subangular, con huellas de percusión y lasqueos obtenidos por la fuerza ejercida durante la percusión. Corteza café y rugosa con porosidades. OLIT separado de LITI, reubicado en caja amarilla junto a los otros.",Pendiente,T2_10001_219_0001633_LL1_F1,T2_10001_219_0001633_LL1_F2,Vïctor Oseguera,2022/12/09,Pendiente
"2",T2_10001,T2_10001_219_0001914,"93",LITI,OLIT,Segmento,IA 51,Sílex,Rojo pálido traslúcido,Tallada,Percusión casual,Raedera sobre lasca casual de descortezamiento parcial,Retoque unifacial dorsal,Desgaste,"-",30 a 40%,Completa,3.5 cm,"1",> 70%,2.73,3.35,1.47,"Raedera sobre lasca casual de descortezamiento parcial sobre sílex. Completa, talón retirado por retoques. Presenta fragmentaciónes al interior del material, implican que fue sometida a tratamiento térmico. Los negativos dorsales no se pueden determinar en cuanto a dirección; probablemente la serie de retoques dorsales que se observan en casi todo el perímetro borraron las huellas de los negativos previos. Tiene sección transversal triangular bastante espesa, que s eve aumentada por la corteza en la parte alta del dorso. Los retoques son semiprofundos, semicirculares y contínuos.",Pendiente,T2_10001_219_0001914_F1,T2_10001_219_0001914_F2,Vïctor Oseguera,2022/12/09,Pendiente
"2",T2_10001,T2_10001_222_0001637,"54",OLIT,SIN CAMBIO,Segmento,IA 51,Sílex,Rojo oscuro,Tallada,Percusión casual,Raedera sobre lasca casual de descortezamiento parcial,Sin talón,Negativos dorsales correspondientes,Retoque marginal,< 10%,Completa,4.5 cm,"1",> 70%,2.69,4.4,1.13,"Raedera sobre lasca casual de descortezamiento parcial sobre sílex. Completa, talón eliminado por retoques marginales. Negativos dorsales correspondientes. Presenta retoque unifacial, marginal y semicircular sobre casi todo el perímetro (probablemente por persión).Tiene desgaste muy evidente solo en el filo más distal. Esta bolsa se encontró entre bolsas del arqlgo. 219; posteriormente se reubicó con otros OLIT",Pendiente,T2_10001_222_0001637_F1,T2_10001_222_0001637_F2,Vïctor Oseguera,2022/12/09,Pendiente
"2",T2_10001,T2_10001_224_0001305,"103",OLIT,OBOS,Segmento,IA 51,Hueso,Blanco,Pulida,Ornamentos,Cuenta,Perforación bicónica,Rota,"-",Sin_corteza,Completa,1.5 cm,"1",> 70%,1.19,1.14,0.21,"Cuenta plana sobre  material óseo de especie no identificada. Tiene una perforación central de apariencia bicónica, aunque es muy delgada como para contar con este tipo de perforación.",No Aplica,T2_10001_224_0001305_F1,No Aplica,Vïctor Oseguera,2022/12/10,No
"2",T2_10001,T2_10001_224_0001407_LL1,110_1,LITI,OLIT,Segmento,IA 51,Sílex,Blanco,Herramientas,Percutor,Percutor natural,Huellas de percusión,Desgaste,"-",50 a 60%,Completa,> 5.5 cm,"1",> 70%,7.67,5.99,4.48,"Percutor natural de sílex. Completo, sobre nódulo aplanado. Presenta dos huellas de fracturas en los extremos, pero la arista que las une muestra huellas de percusión que demuestran su uso posterior a la ruptura (esto nos indica que es un artefacto completo). Las zonas planas, superior e inferios muestran corteza rugosa y dura. Tiene dos zonas con huellas de percusión, una es la banda entre las zonas superior e inferior y la otra es la unión de las aristas de fractura del percutor original. Se agregó como LL1, debido a la presencia de dos bolsas con datos iguales, pero con fecha diferente",Pendiente,T2_10001_224_0001407_LL1_F1,T2_10001_224_0001407_LL1_F2,Vïctor Oseguera,2022/12/10,Pendiente
"2",T2_10001,T2_10001_222_0001881,"118",OLIT,SIN CAMBIO,Segmento,IA 51,Sílex,Blanco traslúcido,Tallada,Percusión bipolar,Raedera sobre lasca bipolar,Talón liso,Retoque unifacial,Desgaste,Sin_corteza,Completa,4 cm,"1",> 70%,3.35,3.85,1.19,"Raedera sobre lasca bipolar de sílex. Completa, muestra talón liso y retoque unifacial ventral en la zona distal de la pieza (acompañado de desgaste por uso). La cara dorsal tiene negativos discordantes y otras huellas de percusión, así como bulbos intrusivos en la pieza.",Pendiente,T2_10001_222_0001881_F1,T2_10001_222_0001881_F2,Vïctor Oseguera,2022/12/12,Pendiente
"2",T2_10005,T2_10005_234_0000663_LL2,23_2,OLIT,SIN CAMBIO,Segmento,IA 52,Sílex,Blanco grisáceo,Tallada,Percusión bipolar,Núcleo bipolar,Bidireccional,Plataforma facetada,"-",Sin_corteza,Completa,5.5 cm,"1",> 70%,2.49,5.33,4.12,"Núcleo bipolar de lascas sobre sílex. Presenta dos plataformas, la superior está facetada y es la más amplia y plana; la otra es más pequeñas y lisa, se muestra ligeramente cóncava. Muestra dos direcciones de extracción, que parten de ambas plataformas. Uno de los extremos muestra una lasca no extraída con un bulbo intrusivo.",Pendiente,T2_10005_234_0000663_LL2_F1,T2_10005_234_0000663_LL2_F2,Vïctor Oseguera,2022/12/12,Pendiente
